G1?,G2?,G3?,G4?,G5?,G6?,EX_A(e),EX_B(e),Objective
0.0,0.0,0.0,1.0,0.0,0.0,-70.90825521516355,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-70.90825521516355,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-70.90825521516355,-0.0,70.90825521516355
0.0,0.0,0.0,0.0,0.0,1.0,-70.90825521516355,-0.0,70.90825521516355
0.0,1.0,0.0,0.0,0.0,0.0,-70.90825521516355,-0.0,70.90825521516355
0.0,0.0,1.0,0.0,0.0,0.0,-70.18730074248107,-59.93046421814826,59.93046421814826
0.0,0.0,0.0,1.0,0.0,0.0,-70.18730074248107,-59.93046421814826,59.93046421814826
1.0,0.0,0.0,0.0,0.0,0.0,-70.18730074248107,-59.93046421814826,59.93046421814826
0.0,0.0,0.0,0.0,1.0,0.0,-70.18730074248107,-59.93046421814826,130.11776496062933
0.0,0.0,0.0,0.0,0.0,1.0,-70.18730074248107,-59.93046421814826,130.11776496062933
0.0,1.0,0.0,0.0,0.0,0.0,-70.18730074248107,-59.93046421814826,70.18730074248107
0.0,0.0,1.0,0.0,0.0,0.0,-70.01644368473693,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-70.01644368473693,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-70.01644368473693,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-70.01644368473693,-0.0,70.01644368473693
0.0,0.0,0.0,0.0,0.0,1.0,-70.01644368473693,-0.0,70.01644368473693
0.0,1.0,0.0,0.0,0.0,0.0,-70.01644368473693,-0.0,70.01644368473693
0.0,0.0,1.0,0.0,0.0,0.0,-69.93393691906785,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-69.93393691906785,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-69.93393691906785,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-69.93393691906785,-0.0,69.93393691906785
0.0,0.0,0.0,0.0,0.0,1.0,-69.93393691906785,-0.0,69.93393691906785
0.0,1.0,0.0,0.0,0.0,0.0,-69.93393691906785,-0.0,69.93393691906785
0.0,0.0,1.0,0.0,0.0,0.0,-69.26107694490561,-74.55207476792577,74.55207476792577
0.0,0.0,0.0,1.0,0.0,0.0,-69.26107694490561,-74.55207476792577,74.55207476792577
1.0,0.0,0.0,0.0,0.0,0.0,-69.26107694490561,-74.55207476792577,74.55207476792577
0.0,0.0,0.0,0.0,1.0,0.0,-69.26107694490561,-74.55207476792577,143.81315171283137
0.0,0.0,0.0,0.0,0.0,1.0,-69.26107694490561,-74.55207476792577,143.81315171283137
0.0,1.0,0.0,0.0,0.0,0.0,-69.26107694490561,-74.55207476792577,69.26107694490561
0.0,0.0,1.0,0.0,0.0,0.0,-68.99184740816057,-71.40935583660112,71.40935583660112
0.0,0.0,0.0,1.0,0.0,0.0,-68.99184740816057,-71.40935583660112,71.40935583660112
1.0,0.0,0.0,0.0,0.0,0.0,-68.99184740816057,-71.40935583660112,71.40935583660112
0.0,0.0,0.0,0.0,1.0,0.0,-68.99184740816057,-71.40935583660112,140.4012032447617
0.0,0.0,0.0,0.0,0.0,1.0,-68.99184740816057,-71.40935583660112,140.4012032447617
0.0,1.0,0.0,0.0,0.0,0.0,-68.99184740816057,-71.40935583660112,68.99184740816057
0.0,0.0,1.0,0.0,0.0,0.0,-68.93861365043212,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-68.93861365043212,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-68.93861365043212,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-68.93861365043212,-0.0,68.93861365043212
0.0,0.0,0.0,0.0,0.0,1.0,-68.93861365043212,-0.0,68.93861365043212
0.0,1.0,0.0,0.0,0.0,0.0,-68.93861365043212,-0.0,68.93861365043212
0.0,0.0,1.0,0.0,0.0,0.0,-68.82441270577984,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-68.82441270577984,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-68.82441270577984,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-68.82441270577984,-0.0,68.82441270577984
0.0,0.0,0.0,0.0,0.0,1.0,-68.82441270577984,-0.0,68.82441270577984
0.0,1.0,0.0,0.0,0.0,0.0,-68.82441270577984,-0.0,68.82441270577984
0.0,0.0,1.0,0.0,0.0,0.0,-68.08705131648225,-77.10064897618855,77.10064897618855
0.0,0.0,0.0,1.0,0.0,0.0,-68.08705131648225,-77.10064897618855,77.10064897618855
1.0,0.0,0.0,0.0,0.0,0.0,-68.08705131648225,-77.10064897618855,77.10064897618855
0.0,0.0,0.0,0.0,1.0,0.0,-68.08705131648225,-77.10064897618855,145.1877002926708
0.0,0.0,0.0,0.0,0.0,1.0,-68.08705131648225,-77.10064897618855,145.1877002926708
0.0,1.0,0.0,0.0,0.0,0.0,-68.08705131648225,-77.10064897618855,68.08705131648225
0.0,0.0,1.0,0.0,0.0,0.0,-67.9979964544967,-86.32136424954706,86.32136424954706
0.0,0.0,0.0,1.0,0.0,0.0,-67.9979964544967,-86.32136424954706,86.32136424954706
1.0,0.0,0.0,0.0,0.0,0.0,-67.9979964544967,-86.32136424954706,86.32136424954706
0.0,0.0,0.0,0.0,1.0,0.0,-67.9979964544967,-86.32136424954706,154.31936070404376
0.0,0.0,0.0,0.0,0.0,1.0,-67.9979964544967,-86.32136424954706,154.31936070404376
0.0,1.0,0.0,0.0,0.0,0.0,-67.9979964544967,-86.32136424954706,67.9979964544967
0.0,0.0,1.0,0.0,0.0,0.0,-67.32891223482297,-96.65260654833408,96.65260654833408
0.0,0.0,0.0,1.0,0.0,0.0,-67.32891223482297,-96.65260654833408,96.65260654833408
1.0,0.0,0.0,0.0,0.0,0.0,-67.32891223482297,-96.65260654833408,96.65260654833408
0.0,0.0,0.0,0.0,1.0,0.0,-67.32891223482297,-96.65260654833408,163.98151878315704
0.0,0.0,0.0,0.0,0.0,1.0,-67.32891223482297,-96.65260654833408,163.98151878315704
0.0,1.0,0.0,0.0,0.0,0.0,-67.32891223482297,-96.65260654833408,67.32891223482297
0.0,0.0,1.0,0.0,0.0,0.0,-67.07690246665761,-82.60237487177329,82.60237487177329
0.0,0.0,0.0,1.0,0.0,0.0,-67.07690246665761,-82.60237487177329,82.60237487177329
1.0,0.0,0.0,0.0,0.0,0.0,-67.07690246665761,-82.60237487177329,82.60237487177329
0.0,0.0,0.0,0.0,1.0,0.0,-67.07690246665761,-82.60237487177329,149.6792773384309
0.0,0.0,0.0,0.0,0.0,1.0,-67.07690246665761,-82.60237487177329,149.6792773384309
0.0,1.0,0.0,0.0,0.0,0.0,-67.07690246665761,-82.60237487177329,67.07690246665761
0.0,0.0,1.0,0.0,0.0,0.0,-66.09703362175532,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-66.09703362175532,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-66.09703362175532,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-66.09703362175532,-0.0,66.09703362175532
0.0,0.0,0.0,0.0,0.0,1.0,-66.09703362175532,-0.0,66.09703362175532
0.0,1.0,0.0,0.0,0.0,0.0,-66.09703362175532,-0.0,66.09703362175532
0.0,0.0,1.0,0.0,0.0,0.0,-65.53022500816456,-67.31199127055622,67.31199127055622
0.0,0.0,0.0,1.0,0.0,0.0,-65.53022500816456,-67.31199127055622,67.31199127055622
1.0,0.0,0.0,0.0,0.0,0.0,-65.53022500816456,-67.31199127055622,67.31199127055622
0.0,0.0,0.0,0.0,1.0,0.0,-65.53022500816456,-67.31199127055622,132.8422162787208
0.0,0.0,0.0,0.0,0.0,1.0,-65.53022500816456,-67.31199127055622,132.8422162787208
0.0,1.0,0.0,0.0,0.0,0.0,-65.53022500816456,-67.31199127055622,65.53022500816456
0.0,0.0,1.0,0.0,0.0,0.0,-65.41500663251932,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-65.41500663251932,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-65.41500663251932,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-65.41500663251932,-0.0,65.41500663251932
0.0,0.0,0.0,0.0,0.0,1.0,-65.41500663251932,-0.0,65.41500663251932
0.0,1.0,0.0,0.0,0.0,0.0,-65.41500663251932,-0.0,65.41500663251932
0.0,0.0,1.0,0.0,0.0,0.0,-65.39166193435457,-56.900193279502595,56.900193279502595
0.0,0.0,0.0,1.0,0.0,0.0,-65.39166193435457,-56.900193279502595,56.900193279502595
1.0,0.0,0.0,0.0,0.0,0.0,-65.39166193435457,-56.900193279502595,56.900193279502595
0.0,0.0,0.0,0.0,1.0,0.0,-65.39166193435457,-56.900193279502595,122.29185521385716
0.0,0.0,0.0,0.0,0.0,1.0,-65.39166193435457,-56.900193279502595,122.29185521385716
0.0,1.0,0.0,0.0,0.0,0.0,-65.39166193435457,-56.900193279502595,65.39166193435457
0.0,0.0,1.0,0.0,0.0,0.0,-65.19934296238105,-66.38677603951163,66.38677603951163
0.0,0.0,0.0,1.0,0.0,0.0,-65.19934296238105,-66.38677603951163,66.38677603951163
1.0,0.0,0.0,0.0,0.0,0.0,-65.19934296238105,-66.38677603951163,66.38677603951163
0.0,0.0,0.0,0.0,1.0,0.0,-65.19934296238105,-66.38677603951163,131.58611900189268
0.0,0.0,0.0,0.0,0.0,1.0,-65.19934296238105,-66.38677603951163,131.58611900189268
0.0,1.0,0.0,0.0,0.0,0.0,-65.19934296238105,-66.38677603951163,65.19934296238105
0.0,0.0,1.0,0.0,0.0,0.0,-63.7401256186857,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-63.7401256186857,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-63.7401256186857,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-63.7401256186857,-0.0,63.7401256186857
0.0,0.0,0.0,0.0,0.0,1.0,-63.7401256186857,-0.0,63.7401256186857
0.0,1.0,0.0,0.0,0.0,0.0,-63.7401256186857,-0.0,63.7401256186857
0.0,0.0,1.0,0.0,0.0,0.0,-63.721742647933,-63.184457590716804,63.184457590716804
0.0,0.0,0.0,1.0,0.0,0.0,-63.721742647933,-63.184457590716804,63.184457590716804
1.0,0.0,0.0,0.0,0.0,0.0,-63.721742647933,-63.184457590716804,63.184457590716804
0.0,0.0,0.0,0.0,1.0,0.0,-63.721742647933,-63.184457590716804,126.9062002386498
0.0,0.0,0.0,0.0,0.0,1.0,-63.721742647933,-63.184457590716804,126.9062002386498
0.0,1.0,0.0,0.0,0.0,0.0,-63.721742647933,-63.184457590716804,63.721742647933
0.0,0.0,1.0,0.0,0.0,0.0,-63.632844633035056,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-63.632844633035056,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-63.632844633035056,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-63.632844633035056,-0.0,63.632844633035056
0.0,0.0,0.0,0.0,0.0,1.0,-63.632844633035056,-0.0,63.632844633035056
0.0,1.0,0.0,0.0,0.0,0.0,-63.632844633035056,-0.0,63.632844633035056
0.0,0.0,1.0,0.0,0.0,0.0,-62.97361926596711,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-62.97361926596711,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-62.97361926596711,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-62.97361926596711,-0.0,62.97361926596711
0.0,0.0,0.0,0.0,0.0,1.0,-62.97361926596711,-0.0,62.97361926596711
0.0,1.0,0.0,0.0,0.0,0.0,-62.97361926596711,-0.0,62.97361926596711
0.0,0.0,1.0,0.0,0.0,0.0,-62.629721991655074,-86.3375790942849,86.3375790942849
0.0,0.0,0.0,1.0,0.0,0.0,-62.629721991655074,-86.3375790942849,86.3375790942849
1.0,0.0,0.0,0.0,0.0,0.0,-62.629721991655074,-86.3375790942849,86.3375790942849
0.0,0.0,0.0,0.0,1.0,0.0,-62.629721991655074,-86.3375790942849,148.96730108594
0.0,0.0,0.0,0.0,0.0,1.0,-62.629721991655074,-86.3375790942849,148.96730108594
0.0,1.0,0.0,0.0,0.0,0.0,-62.629721991655074,-86.3375790942849,62.629721991655074
0.0,0.0,1.0,0.0,0.0,0.0,-62.17347716485973,-61.29649584876703,61.29649584876703
0.0,0.0,0.0,1.0,0.0,0.0,-62.17347716485973,-61.29649584876703,61.29649584876703
1.0,0.0,0.0,0.0,0.0,0.0,-62.17347716485973,-61.29649584876703,61.29649584876703
0.0,0.0,0.0,0.0,1.0,0.0,-62.17347716485973,-61.29649584876703,123.46997301362677
0.0,0.0,0.0,0.0,0.0,1.0,-62.17347716485973,-61.29649584876703,123.46997301362677
0.0,1.0,0.0,0.0,0.0,0.0,-62.17347716485973,-61.29649584876703,62.17347716485973
0.0,0.0,1.0,0.0,0.0,0.0,-60.2293859427259,-71.70857565153021,71.70857565153021
0.0,0.0,0.0,1.0,0.0,0.0,-60.2293859427259,-71.70857565153021,71.70857565153021
1.0,0.0,0.0,0.0,0.0,0.0,-60.2293859427259,-71.70857565153021,71.70857565153021
0.0,0.0,0.0,0.0,1.0,0.0,-60.2293859427259,-71.70857565153021,131.9379615942561
0.0,0.0,0.0,0.0,0.0,1.0,-60.2293859427259,-71.70857565153021,131.9379615942561
0.0,1.0,0.0,0.0,0.0,0.0,-60.2293859427259,-71.70857565153021,60.2293859427259
0.0,0.0,1.0,0.0,0.0,0.0,-59.80519801368439,-66.8615037973484,66.8615037973484
0.0,0.0,0.0,1.0,0.0,0.0,-59.80519801368439,-66.8615037973484,66.8615037973484
1.0,0.0,0.0,0.0,0.0,0.0,-59.80519801368439,-66.8615037973484,66.8615037973484
0.0,0.0,0.0,0.0,1.0,0.0,-59.80519801368439,-66.8615037973484,126.6667018110328
0.0,0.0,0.0,0.0,0.0,1.0,-59.80519801368439,-66.8615037973484,126.6667018110328
0.0,1.0,0.0,0.0,0.0,0.0,-59.80519801368439,-66.8615037973484,59.80519801368439
0.0,0.0,1.0,0.0,0.0,0.0,-59.353116055770435,-67.44045698959893,67.44045698959893
0.0,0.0,0.0,1.0,0.0,0.0,-59.353116055770435,-67.44045698959893,67.44045698959893
1.0,0.0,0.0,0.0,0.0,0.0,-59.353116055770435,-67.44045698959893,67.44045698959893
0.0,0.0,0.0,0.0,1.0,0.0,-59.353116055770435,-67.44045698959893,126.79357304536936
0.0,0.0,0.0,0.0,0.0,1.0,-59.353116055770435,-67.44045698959893,126.79357304536936
0.0,1.0,0.0,0.0,0.0,0.0,-59.353116055770435,-67.44045698959893,59.353116055770435
0.0,0.0,1.0,0.0,0.0,0.0,-59.09645629296539,-70.16385492143999,70.16385492143999
0.0,0.0,0.0,1.0,0.0,0.0,-59.09645629296539,-70.16385492143999,70.16385492143999
1.0,0.0,0.0,0.0,0.0,0.0,-59.09645629296539,-70.16385492143999,70.16385492143999
0.0,0.0,0.0,0.0,1.0,0.0,-59.09645629296539,-70.16385492143999,129.2603112144054
0.0,0.0,0.0,0.0,0.0,1.0,-59.09645629296539,-70.16385492143999,129.2603112144054
0.0,1.0,0.0,0.0,0.0,0.0,-59.09645629296539,-70.16385492143999,59.09645629296539
0.0,0.0,1.0,0.0,0.0,0.0,-58.620040649334285,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-58.620040649334285,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-58.620040649334285,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-58.620040649334285,-0.0,58.620040649334285
0.0,0.0,0.0,0.0,0.0,1.0,-58.620040649334285,-0.0,58.620040649334285
0.0,1.0,0.0,0.0,0.0,0.0,-58.620040649334285,-0.0,58.620040649334285
0.0,0.0,1.0,0.0,0.0,0.0,-58.115226808584275,-56.05060092038512,56.05060092038512
0.0,0.0,0.0,1.0,0.0,0.0,-58.115226808584275,-56.05060092038512,56.05060092038512
1.0,0.0,0.0,0.0,0.0,0.0,-58.115226808584275,-56.05060092038512,56.05060092038512
0.0,0.0,0.0,0.0,1.0,0.0,-58.115226808584275,-56.05060092038512,114.16582772896939
0.0,0.0,0.0,0.0,0.0,1.0,-58.115226808584275,-56.05060092038512,114.16582772896939
0.0,1.0,0.0,0.0,0.0,0.0,-58.115226808584275,-56.05060092038512,58.115226808584275
0.0,0.0,1.0,0.0,0.0,0.0,-58.0408373388962,-72.71892789831803,72.71892789831803
0.0,0.0,0.0,1.0,0.0,0.0,-58.0408373388962,-72.71892789831803,72.71892789831803
1.0,0.0,0.0,0.0,0.0,0.0,-58.0408373388962,-72.71892789831803,72.71892789831803
0.0,0.0,0.0,0.0,1.0,0.0,-58.0408373388962,-72.71892789831803,130.75976523721422
0.0,0.0,0.0,0.0,0.0,1.0,-58.0408373388962,-72.71892789831803,130.75976523721422
0.0,1.0,0.0,0.0,0.0,0.0,-58.0408373388962,-72.71892789831803,58.0408373388962
0.0,0.0,1.0,0.0,0.0,0.0,-57.89697471911135,-60.58035387723441,60.58035387723441
0.0,0.0,0.0,1.0,0.0,0.0,-57.89697471911135,-60.58035387723441,60.58035387723441
1.0,0.0,0.0,0.0,0.0,0.0,-57.89697471911135,-60.58035387723441,60.58035387723441
0.0,0.0,0.0,0.0,1.0,0.0,-57.89697471911135,-60.58035387723441,118.47732859634576
0.0,0.0,0.0,0.0,0.0,1.0,-57.89697471911135,-60.58035387723441,118.47732859634576
0.0,1.0,0.0,0.0,0.0,0.0,-57.89697471911135,-60.58035387723441,57.89697471911135
0.0,0.0,1.0,0.0,0.0,0.0,-57.10393911014408,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-57.10393911014408,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-57.10393911014408,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-57.10393911014408,-0.0,57.10393911014408
0.0,0.0,0.0,0.0,0.0,1.0,-57.10393911014408,-0.0,57.10393911014408
0.0,1.0,0.0,0.0,0.0,0.0,-57.10393911014408,-0.0,57.10393911014408
0.0,0.0,1.0,0.0,0.0,0.0,-57.05545651768754,-61.80787446733407,61.80787446733407
0.0,0.0,0.0,1.0,0.0,0.0,-57.05545651768754,-61.80787446733407,61.80787446733407
1.0,0.0,0.0,0.0,0.0,0.0,-57.05545651768754,-61.80787446733407,61.80787446733407
0.0,0.0,0.0,0.0,1.0,0.0,-57.05545651768754,-61.80787446733407,118.8633309850216
0.0,0.0,0.0,0.0,0.0,1.0,-57.05545651768754,-61.80787446733407,118.8633309850216
0.0,1.0,0.0,0.0,0.0,0.0,-57.05545651768754,-61.80787446733407,57.05545651768754
0.0,0.0,1.0,0.0,0.0,0.0,-56.24041353137602,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-56.24041353137602,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-56.24041353137602,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-56.24041353137602,-0.0,56.24041353137602
0.0,0.0,0.0,0.0,0.0,1.0,-56.24041353137602,-0.0,56.24041353137602
0.0,1.0,0.0,0.0,0.0,0.0,-56.24041353137602,-0.0,56.24041353137602
0.0,0.0,1.0,0.0,0.0,0.0,-56.152545751142114,-94.70426756926493,94.70426756926493
0.0,0.0,0.0,1.0,0.0,0.0,-56.152545751142114,-94.70426756926493,94.70426756926493
1.0,0.0,0.0,0.0,0.0,0.0,-56.152545751142114,-94.70426756926493,94.70426756926493
0.0,0.0,0.0,0.0,1.0,0.0,-56.152545751142114,-94.70426756926493,150.85681332040704
0.0,0.0,0.0,0.0,0.0,1.0,-56.152545751142114,-94.70426756926493,150.85681332040704
0.0,1.0,0.0,0.0,0.0,0.0,-56.152545751142114,-94.70426756926493,56.152545751142114
0.0,0.0,1.0,0.0,0.0,0.0,-55.498347886798115,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-55.498347886798115,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-55.498347886798115,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-55.498347886798115,-0.0,55.498347886798115
0.0,0.0,0.0,0.0,0.0,1.0,-55.498347886798115,-0.0,55.498347886798115
0.0,1.0,0.0,0.0,0.0,0.0,-55.498347886798115,-0.0,55.498347886798115
0.0,0.0,1.0,0.0,0.0,0.0,-55.216078857417116,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-55.216078857417116,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-55.216078857417116,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-55.216078857417116,-0.0,55.216078857417116
0.0,0.0,0.0,0.0,0.0,1.0,-55.216078857417116,-0.0,55.216078857417116
0.0,1.0,0.0,0.0,0.0,0.0,-55.216078857417116,-0.0,55.216078857417116
0.0,0.0,1.0,0.0,0.0,0.0,-54.802149759140036,-78.47824031142795,78.47824031142795
0.0,0.0,0.0,1.0,0.0,0.0,-54.802149759140036,-78.47824031142795,78.47824031142795
1.0,0.0,0.0,0.0,0.0,0.0,-54.802149759140036,-78.47824031142795,78.47824031142795
0.0,0.0,0.0,0.0,1.0,0.0,-54.802149759140036,-78.47824031142795,133.280390070568
0.0,0.0,0.0,0.0,0.0,1.0,-54.802149759140036,-78.47824031142795,133.280390070568
0.0,1.0,0.0,0.0,0.0,0.0,-54.802149759140036,-78.47824031142795,54.802149759140036
0.0,0.0,1.0,0.0,0.0,0.0,-54.05937427980254,-89.2864245491618,89.2864245491618
0.0,0.0,0.0,1.0,0.0,0.0,-54.05937427980254,-89.2864245491618,89.2864245491618
1.0,0.0,0.0,0.0,0.0,0.0,-54.05937427980254,-89.2864245491618,89.2864245491618
0.0,0.0,0.0,0.0,1.0,0.0,-54.05937427980254,-89.2864245491618,143.34579882896435
0.0,0.0,0.0,0.0,0.0,1.0,-54.05937427980254,-89.2864245491618,143.34579882896435
0.0,1.0,0.0,0.0,0.0,0.0,-54.05937427980254,-89.2864245491618,54.05937427980254
0.0,0.0,1.0,0.0,0.0,0.0,-53.873355462893315,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-53.873355462893315,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-53.873355462893315,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-53.873355462893315,-0.0,53.873355462893315
0.0,0.0,0.0,0.0,0.0,1.0,-53.873355462893315,-0.0,53.873355462893315
0.0,1.0,0.0,0.0,0.0,0.0,-53.873355462893315,-0.0,53.873355462893315
0.0,0.0,1.0,0.0,0.0,0.0,-53.16516217404066,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-53.16516217404066,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-53.16516217404066,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-53.16516217404066,-0.0,53.16516217404066
0.0,0.0,0.0,0.0,0.0,1.0,-53.16516217404066,-0.0,53.16516217404066
0.0,1.0,0.0,0.0,0.0,0.0,-53.16516217404066,-0.0,53.16516217404066
0.0,0.0,1.0,0.0,0.0,0.0,-53.16304573421468,-61.248237738310976,61.248237738310976
0.0,0.0,0.0,1.0,0.0,0.0,-53.16304573421468,-61.248237738310976,61.248237738310976
1.0,0.0,0.0,0.0,0.0,0.0,-53.16304573421468,-61.248237738310976,61.248237738310976
0.0,0.0,0.0,0.0,1.0,0.0,-53.16304573421468,-61.248237738310976,114.41128347252565
0.0,0.0,0.0,0.0,0.0,1.0,-53.16304573421468,-61.248237738310976,114.41128347252565
0.0,1.0,0.0,0.0,0.0,0.0,-53.16304573421468,-61.248237738310976,53.16304573421468
0.0,0.0,1.0,0.0,0.0,0.0,-52.941116921349405,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-52.941116921349405,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-52.941116921349405,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-52.941116921349405,-0.0,52.941116921349405
0.0,0.0,0.0,0.0,0.0,1.0,-52.941116921349405,-0.0,52.941116921349405
0.0,1.0,0.0,0.0,0.0,0.0,-52.941116921349405,-0.0,52.941116921349405
0.0,0.0,1.0,0.0,0.0,0.0,-52.70935203040764,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-52.70935203040764,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-52.70935203040764,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-52.70935203040764,-0.0,52.70935203040764
0.0,0.0,0.0,0.0,0.0,1.0,-52.70935203040764,-0.0,52.70935203040764
0.0,1.0,0.0,0.0,0.0,0.0,-52.70935203040764,-0.0,52.70935203040764
0.0,0.0,1.0,0.0,0.0,0.0,-52.6310566045921,-84.8506949263733,84.8506949263733
0.0,0.0,0.0,1.0,0.0,0.0,-52.6310566045921,-84.8506949263733,84.8506949263733
1.0,0.0,0.0,0.0,0.0,0.0,-52.6310566045921,-84.8506949263733,84.8506949263733
0.0,0.0,0.0,0.0,1.0,0.0,-52.6310566045921,-84.8506949263733,137.4817515309654
0.0,0.0,0.0,0.0,0.0,1.0,-52.6310566045921,-84.8506949263733,137.4817515309654
0.0,1.0,0.0,0.0,0.0,0.0,-52.6310566045921,-84.8506949263733,52.6310566045921
0.0,0.0,1.0,0.0,0.0,0.0,-52.26784585461629,-98.60715102944866,98.60715102944866
0.0,0.0,0.0,1.0,0.0,0.0,-52.26784585461629,-98.60715102944866,98.60715102944866
1.0,0.0,0.0,0.0,0.0,0.0,-52.26784585461629,-98.60715102944866,98.60715102944866
0.0,0.0,0.0,0.0,1.0,0.0,-52.26784585461629,-98.60715102944866,150.87499688406496
0.0,0.0,0.0,0.0,0.0,1.0,-52.26784585461629,-98.60715102944866,150.87499688406496
0.0,1.0,0.0,0.0,0.0,0.0,-52.26784585461629,-98.60715102944866,52.26784585461629
0.0,0.0,1.0,0.0,0.0,0.0,-51.81899131561517,-0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,-51.81899131561517,-0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,-51.81899131561517,-0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,-51.81899131561517,-0.0,51.81899131561517
0.0,0.0,0.0,0.0,0.0,1.0,-51.81899131561517,-0.0,51.81899131561517
0.0,1.0,0.0,0.0,0.0,0.0,-51.81899131561517,-0.0,51.81899131561517
0.0,0.0,1.0,0.0,0.0,0.0,-51.79885161099972,-78.11452751190532,78.11452751190532
0.0,0.0,0.0,1.0,0.0,0.0,-51.79885161099972,-78.11452751190532,78.11452751190532
1.0,0.0,0.0,0.0,0.0,0.0,-51.79885161099972,-78.11452751190532,78.11452751190532
0.0,0.0,0.0,0.0,1.0,0.0,-51.79885161099972,-78.11452751190532,129.91337912290504
0.0,0.0,0.0,0.0,0.0,1.0,-51.79885161099972,-78.11452751190532,129.91337912290504
0.0,1.0,0.0,0.0,0.0,0.0,-51.79885161099972,-78.11452751190532,51.79885161099972
0.0,0.0,1.0,0.0,0.0,0.0,-51.35719541039574,-66.24025682544084,66.24025682544084
0.0,0.0,0.0,1.0,0.0,0.0,-51.35719541039574,-66.24025682544084,66.24025682544084
1.0,0.0,0.0,0.0,0.0,0.0,-51.35719541039574,-66.24025682544084,66.24025682544084
0.0,0.0,0.0,0.0,1.0,0.0,-51.35719541039574,-66.24025682544084,117.59745223583658
0.0,0.0,0.0,0.0,0.0,1.0,-51.35719541039574,-66.24025682544084,117.59745223583658
0.0,1.0,0.0,0.0,0.0,0.0,-51.35719541039574,-66.24025682544084,51.35719541039574
